"LCSC Part#","MPN","Manufacturer","Availability","Minimum","Multiples","Product Detail","Package","Packaging","Type","Resistance","Tolerance","Voltage Rating","Power(Watts)","Temperature Coefficient"
"C137553","RC0805FR-072K87L","YAGEO","4700","100","100","https://www.lcsc.com/product-detail/C137553.html","0805","Tape & Reel (TR)","Thick Film Resistor","2.87kΩ","±1%","150V","125mW","±100ppm/℃"
"C137525","RC0805FR-0743K2L","YAGEO","4700","100","100","https://www.lcsc.com/product-detail/C137525.html","0805","Tape & Reel (TR)","Thick Film Resistor","43.2kΩ","±1%","150V","125mW","±100ppm/℃"
"C483130","RC0805FR-07392RL","YAGEO","4600","100","100","https://www.lcsc.com/product-detail/C483130.html","0805","Tape & Reel (TR)","Thick Film Resistor","392Ω","±1%","150V","125mW","±100ppm/℃"
"C477783","RC0402FR-077M15L","YAGEO","4600","100","100","https://www.lcsc.com/product-detail/C477783.html","0402","Tape & Reel (TR)","Thick Film Resistor","7.15MΩ","±1%","50V","62.5mW","±100ppm/℃"
"C477189","RC0402FR-071M13L","YAGEO","4600","100","100","https://www.lcsc.com/product-detail/C477189.html","0402","Tape & Reel (TR)","Thick Film Resistor","1.13MΩ","±1%","50V","62.5mW","±100ppm/℃"
"C276311","RC0805FR-075K11L","YAGEO","4600","50","50","https://www.lcsc.com/product-detail/C276311.html","0805","Tape & Reel (TR)","Thick Film Resistor","5.11kΩ","±1%","150V","125mW","±100ppm/℃"
"C185357","RC0603FR-071K65L","YAGEO","4600","100","100","https://www.lcsc.com/product-detail/C185357.html","0603","Tape & Reel (TR)","Thick Film Resistor","1.65kΩ","±1%","75V","100mW","±100ppm/℃"
"C137967","RC0402FR-074K42L","YAGEO","4600","100","100","https://www.lcsc.com/product-detail/C137967.html","0402","Tape & Reel (TR)","Thick Film Resistor","4.42kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C137780","RC0603FR-071K1L","YAGEO","4600","100","100","https://www.lcsc.com/product-detail/C137780.html","0603","Tape & Reel (TR)","Thick Film Resistor","1.1kΩ","±1%","75V","100mW","±100ppm/℃"
"C137497","RC0805FR-076K04L","YAGEO","4600","100","100","https://www.lcsc.com/product-detail/C137497.html","0805","Tape & Reel (TR)","Thick Film Resistor","6.04kΩ","±1%","150V","125mW","±100ppm/℃"
"C273994","RC0805FR-0760K4L","YAGEO","4500","100","100","https://www.lcsc.com/product-detail/C273994.html","0805","Tape & Reel (TR)","Thick Film Resistor","60.4kΩ","±1%","150V","125mW","±100ppm/℃"
"C245978","RC0603FR-07549KL","YAGEO","4500","100","100","https://www.lcsc.com/product-detail/C245978.html","0603","Tape & Reel (TR)","Thick Film Resistor","549kΩ","±1%","75V","100mW","±100ppm/℃"
"C137767","RC0603FR-0722R1L","YAGEO","4500","100","100","https://www.lcsc.com/product-detail/C137767.html","0603","Tape & Reel (TR)","Thick Film Resistor","22.1Ω","±1%","75V","100mW","±100ppm/℃"
"C137736","RC0603FR-0738K3L","YAGEO","4500","100","100","https://www.lcsc.com/product-detail/C137736.html","0603","Tape & Reel (TR)","Thick Film Resistor","38.3kΩ","±1%","75V","100mW","±100ppm/℃"
"C483159","RC0805FR-0744R2L","YAGEO","4400","100","100","https://www.lcsc.com/product-detail/C483159.html","0805","Tape & Reel (TR)","Thick Film Resistor","44.2Ω","±1%","150V","125mW","±100ppm/℃"
"C483109","RC0805FR-073M83L","YAGEO","4400","100","100","https://www.lcsc.com/product-detail/C483109.html","0805","Tape & Reel (TR)","Thick Film Resistor","3.83MΩ","±1%","150V","125mW","±100ppm/℃"
"C274350","RC0402FR-07187RL","YAGEO","4400","100","100","https://www.lcsc.com/product-detail/C274350.html","0402","Tape & Reel (TR)","Thick Film Resistor","187Ω","±1%","50V","62.5mW","±100ppm/℃"
"C273980","RC0805FR-0717R4L","YAGEO","4400","100","100","https://www.lcsc.com/product-detail/C273980.html","0805","Tape & Reel (TR)","Thick Film Resistor","17.4Ω","±1%","150V","125mW","±100ppm/℃"
"C273802","RC0603FR-074K53L","YAGEO","4400","100","100","https://www.lcsc.com/product-detail/C273802.html","0603","Tape & Reel (TR)","Thick Film Resistor","4.53kΩ","±1%","75V","100mW","±100ppm/℃"
"C273793","RC0603FR-0725K5L","YAGEO","4400","100","100","https://www.lcsc.com/product-detail/C273793.html","0603","Tape & Reel (TR)","Thick Film Resistor","25.5kΩ","±1%","75V","100mW","±100ppm/℃"
"C245895","RC0603FR-07107RL","YAGEO","4400","100","100","https://www.lcsc.com/product-detail/C245895.html","0603","Tape & Reel (TR)","Thick Film Resistor","107Ω","±1%","75V","100mW","±100ppm/℃"
"C185364","RC0603FR-0717K8L","YAGEO","4400","100","100","https://www.lcsc.com/product-detail/C185364.html","0603","Tape & Reel (TR)","Thick Film Resistor","17.8kΩ","±1%","75V","100mW","±100ppm/℃"
"C185316","RC0603FR-075K36L","YAGEO","4400","100","100","https://www.lcsc.com/product-detail/C185316.html","0603","Tape & Reel (TR)","Thick Film Resistor","5.36kΩ","±1%","75V","100mW","±100ppm/℃"
"C183220","RC0603FR-075K62L","YAGEO","4400","100","100","https://www.lcsc.com/product-detail/C183220.html","0603","Tape & Reel (TR)","Thick Film Resistor","5.62kΩ","±1%","75V","100mW","±100ppm/℃"
"C138038","RC0402FR-071K62L","YAGEO","4400","100","100","https://www.lcsc.com/product-detail/C138038.html","0402","Tape & Reel (TR)","Thick Film Resistor","1.62kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C137582","RC0805FR-071K3L","YAGEO","4400","100","100","https://www.lcsc.com/product-detail/C137582.html","0805","Tape & Reel (TR)","Thick Film Resistor","1.3kΩ","±1%","150V","125mW","±100ppm/℃"
"C482841","RC0603FR-073M83L","YAGEO","4300","100","100","https://www.lcsc.com/product-detail/C482841.html","0603","Tape & Reel (TR)","Thick Film Resistor","3.83MΩ","±1%","75V","100mW","±100ppm/℃"
"C482789","RC0603FR-072M26L","YAGEO","4300","100","100","https://www.lcsc.com/product-detail/C482789.html","0603","Tape & Reel (TR)","Thick Film Resistor","2.26MΩ","±1%","75V","100mW","±100ppm/℃"
"C477679","RC0402FR-0726R7L","YAGEO","4300","100","100","https://www.lcsc.com/product-detail/C477679.html","0402","Tape & Reel (TR)","Thick Film Resistor","26.7Ω","±1%","50V","62.5mW","±100ppm/℃"
"C273984","RC0805FR-0710K2L","YAGEO","4300","100","100","https://www.lcsc.com/product-detail/C273984.html","0805","Tape & Reel (TR)","Thick Film Resistor","10.2kΩ","±1%","150V","125mW","±100ppm/℃"
"C246004","RC0603FR-07732RL","YAGEO","4300","100","100","https://www.lcsc.com/product-detail/C246004.html","0603","Tape & Reel (TR)","Thick Film Resistor","732Ω","±1%","75V","100mW","±100ppm/℃"
"C165744","RC0603FR-07226KL","YAGEO","4300","100","100","https://www.lcsc.com/product-detail/C165744.html","0603","Tape & Reel (TR)","Thick Film Resistor","226kΩ","±1%","75V","100mW","±100ppm/℃"
"C163458","RC0402FR-075K49L","YAGEO","4300","100","100","https://www.lcsc.com/product-detail/C163458.html","0402","Tape & Reel (TR)","Thick Film Resistor","5.49kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C163422","RC0603FR-0763K4L","YAGEO","4300","100","100","https://www.lcsc.com/product-detail/C163422.html","0603","Tape & Reel (TR)","Thick Film Resistor","63.4kΩ","±1%","75V","100mW","±100ppm/℃"
"C137769","RC0603FR-0721KL","YAGEO","4300","100","100","https://www.lcsc.com/product-detail/C137769.html","0603","Tape & Reel (TR)","Thick Film Resistor","21kΩ","±1%","75V","100mW","±100ppm/℃"
"C137488","RC0805FR-0786K6L","YAGEO","4300","100","100","https://www.lcsc.com/product-detail/C137488.html","0805","Tape & Reel (TR)","Thick Film Resistor","86.6kΩ","±1%","150V","125mW","±100ppm/℃"
"C482791","RC0603FR-072M32L","YAGEO","4200","100","100","https://www.lcsc.com/product-detail/C482791.html","0603","Tape & Reel (TR)","Thick Film Resistor","2.32MΩ","±1%","75V","100mW","±100ppm/℃"
"C274356","RC0603FR-07210KL","YAGEO","4200","100","100","https://www.lcsc.com/product-detail/C274356.html","0603","Tape & Reel (TR)","Thick Film Resistor","210kΩ","±1%","75V","100mW","±100ppm/℃"
"C273756","RC0603FR-071K82L","YAGEO","4200","100","100","https://www.lcsc.com/product-detail/C273756.html","0603","Tape & Reel (TR)","Thick Film Resistor","1.82kΩ","±1%","75V","100mW","±100ppm/℃"
"C245991","RC0603FR-07649KL","YAGEO","4200","100","100","https://www.lcsc.com/product-detail/C245991.html","0603","Tape & Reel (TR)","Thick Film Resistor","649kΩ","±1%","75V","100mW","±100ppm/℃"
"C163427","RC0603FR-07221RL","YAGEO","4200","100","100","https://www.lcsc.com/product-detail/C163427.html","0603","Tape & Reel (TR)","Thick Film Resistor","221Ω","±1%","75V","100mW","±100ppm/℃"
"C137790","RC0603FR-0716K2L","YAGEO","4200","100","100","https://www.lcsc.com/product-detail/C137790.html","0603","Tape & Reel (TR)","Thick Film Resistor","16.2kΩ","±1%","75V","100mW","±100ppm/℃"
"C137686","RC0603FR-076K98L","YAGEO","4200","100","100","https://www.lcsc.com/product-detail/C137686.html","0603","Tape & Reel (TR)","Thick Film Resistor","6.98kΩ","±1%","75V","100mW","±100ppm/℃"
"C137667","RC0603FR-0795K3L","YAGEO","4200","100","100","https://www.lcsc.com/product-detail/C137667.html","0603","Tape & Reel (TR)","Thick Film Resistor","95.3kΩ","±1%","75V","100mW","±100ppm/℃"
"C483246","RC0805FR-07806RL","YAGEO","4100","100","100","https://www.lcsc.com/product-detail/C483246.html","0805","Tape & Reel (TR)","Thick Film Resistor","806Ω","±1%","150V","125mW","±100ppm/℃"
"C275641","RC0805FR-071M65L","YAGEO","4100","100","100","https://www.lcsc.com/product-detail/C275641.html","0805","Tape & Reel (TR)","Thick Film Resistor","1.65MΩ","±1%","150V","125mW","±100ppm/℃"
"C245935","RC0603FR-0721R5L","YAGEO","4100","100","100","https://www.lcsc.com/product-detail/C245935.html","0603","Tape & Reel (TR)","Thick Film Resistor","21.5Ω","±1%","75V","100mW","±100ppm/℃"
"C137800","RC0603FR-07124KL","YAGEO","4100","100","100","https://www.lcsc.com/product-detail/C137800.html","0603","Tape & Reel (TR)","Thick Film Resistor","124kΩ","±1%","75V","100mW","±100ppm/℃"
"C477607","RC0402FR-0712R4L","YAGEO","4000","100","100","https://www.lcsc.com/product-detail/C477607.html","0402","Tape & Reel (TR)","Thick Film Resistor","12.4Ω","±1%","50V","62.5mW","±100ppm/℃"
"C245953","RC0603FR-0730R9L","YAGEO","4000","100","100","https://www.lcsc.com/product-detail/C245953.html","0603","Tape & Reel (TR)","Thick Film Resistor","30.9Ω","±1%","75V","100mW","±100ppm/℃"
"C137677","RC0603FR-0782R5L","YAGEO","4000","100","100","https://www.lcsc.com/product-detail/C137677.html","0603","Tape & Reel (TR)","Thick Film Resistor","82.5Ω","±1%","75V","100mW","±100ppm/℃"
"C137496","RC0805FR-076K34L","YAGEO","4000","100","100","https://www.lcsc.com/product-detail/C137496.html","0805","Tape & Reel (TR)","Thick Film Resistor","6.34kΩ","±1%","150V","125mW","±100ppm/℃"
"C483219","RC0805FR-077M32L","YAGEO","3900","100","100","https://www.lcsc.com/product-detail/C483219.html","0805","Tape & Reel (TR)","Thick Film Resistor","7.32MΩ","±1%","150V","125mW","±100ppm/℃"
"C482918","RC0603FR-078M06L","YAGEO","3900","100","100","https://www.lcsc.com/product-detail/C482918.html","0603","Tape & Reel (TR)","Thick Film Resistor","8.06MΩ","±1%","75V","100mW","±100ppm/℃"
